Iteration,MAE
0,0.019042155388516988
1,0.018926333846168274
2,0.01617922545244759
3,0.015599345168194004
4,0.015325912816723092
5,0.015283775402101456
6,0.015997779175943076
7,0.014299649190132869
8,0.016294683432748765
9,0.016892540686900864
10,0.016735368452177702
11,0.014117710594036397
12,0.013880865025391579
13,0.013191415139729334
14,0.012483996311741836
15,0.012486149661116518
16,0.01162266605795167
17,0.011586659669323783
18,0.011618581842611804
19,0.011612338222878247
20,0.011554126294318682
21,0.011269788000381165
22,0.011223258837151171
23,0.009832955192654548
24,0.00991229322442638
25,0.010131598977351476
26,0.009775790343713063
27,0.009803493112734544
28,0.009790071732379854
29,0.009791992941497622
30,0.009645795271230925
31,0.00961554071759554
32,0.009299700481014226
33,0.009296338437999227
34,0.008438887447764287
35,0.008453670696187366
36,0.007929117888628188
37,0.007689043193932427
38,0.007627949576476891
39,0.007623863019239722
40,0.007286751891365748
41,0.007250019689915008
42,0.007134818414466559
43,0.007142448266796757
44,0.0071521943067976955
45,0.00713980048761606
46,0.006948650804879997
47,0.006796389133916147
48,0.006734336423306532
49,0.006669991147685381
50,0.006579245058956022
51,0.006195022645856834
52,0.006010272561496306
53,0.00594955358862044
54,0.005919615227349353
55,0.005918156306758291
56,0.0058921356638326145
57,0.005867931798315812
58,0.005834404574834695
59,0.00580684074558778
60,0.005754442698777859
61,0.005750400490912052
62,0.0057367714067993875
63,0.005724936897224651
64,0.005656926751217233
65,0.005629883091983566
66,0.005560857766340863
67,0.005497445792538321
68,0.005490772654194737
69,0.005483199314846188
70,0.005480543402131606
71,0.005467481476409088
72,0.0054653415938602035
73,0.0054080032791907215
74,0.0053932628050119375
75,0.005285726931367458
76,0.005125050065688374
77,0.005091298793680656
78,0.005088128657257535
79,0.0050791916967069415
80,0.005078615037285743
81,0.00505841518054094
82,0.005057217108100479
83,0.005017009593830003
84,0.004781594426690976
