Iteration,MAE
0,0.012307370458332294
1,0.010537760619088923
2,0.010484964384517775
3,0.009432288965527601
4,0.009410861877982273
5,0.01005589411798125
6,0.010133882207373275
7,0.008617394854866523
8,0.008797517253032482
9,0.008946895485189899
10,0.00953390359297386
11,0.009459052382423177
12,0.009198931655418414
13,0.008631003969536
14,0.008513289618684184
15,0.00858514354493364
16,0.008820077591819714
17,0.008651284583483371
18,0.008494499544705403
19,0.007624289434520429
20,0.007532002275826809
21,0.007444371239495924
22,0.007382692395045319
23,0.007259469574100076
24,0.007160639882517148
25,0.007217290936005838
26,0.007001517255611268
27,0.007032812858931117
28,0.006789859572622988
29,0.006850287354732646
30,0.006479560102118634
31,0.006469103165953093
32,0.006461623959986362
33,0.0064640774185767405
34,0.005657669137336786
35,0.005654218589597735
36,0.005458087781394879
37,0.005397830984671362
38,0.005381906318985094
39,0.005385372309696321
40,0.0053912775551612354
41,0.005162946771904254
42,0.00457859373121483
43,0.004572228065053594
44,0.004568746428564213
45,0.0045669653452869085
46,0.004503837090885617
47,0.004501365170976918
48,0.00449394506701323
49,0.004484751367038843
50,0.004362567934900629
51,0.004264649413491164
52,0.004265964508779866
53,0.004203463549946701
54,0.004209700106603311
55,0.004153812308899852
56,0.003890096973511088
57,0.003844258658679776
58,0.0037970678602603893
59,0.0037967032186194995
60,0.003768486408948716
61,0.0037799771890162683
62,0.003763238225255043
63,0.0037460792594935606
64,0.003586249775238328
65,0.0035817687533818802
66,0.003574452679903489
67,0.0035673426047075738
68,0.003559980786900026
69,0.0035668500898966412
70,0.0035471685222103378
71,0.003532703008500563
72,0.0034756520870788715
73,0.00352037694822296
74,0.0035159744030886777
75,0.0034278203546473955
76,0.0034176580941859833
77,0.0034163364568064415
78,0.0034210160403297164
79,0.0034176913555525146
80,0.0034014767148556973
81,0.003397204668281263
82,0.003374833333354023
83,0.003372582791409266
84,0.0033683172276145396
85,0.0033643367141770516
86,0.0032868909906731717
87,0.003285298727823181
88,0.003276194679365336
89,0.0032284804563303526
90,0.00322688565702341
91,0.0032178041179845834
92,0.0032140283315246106
93,0.003210926696122478
94,0.0032019464834386925
95,0.0032000407715365737
96,0.003195761081654054
97,0.003195585445638509
98,0.0031787044536386827
99,0.0031357433150289416
