Iteration,MAE
0,0.016137803470816503
1,0.016291332564959647
2,0.013961856106698409
3,0.014419538733647277
4,0.014483955582727102
5,0.014278169105470723
6,0.011875153929636287
7,0.009727453460921453
8,0.009656575866292894
9,0.007870288172985952
10,0.007947735398244529
11,0.008070088603803177
12,0.007758667584313016
13,0.007612900856817181
14,0.007471949160295983
15,0.007338725458687608
16,0.007327314773634099
17,0.007441458012924666
18,0.007424679950246124
19,0.007444866775047429
20,0.007079100690961522
21,0.006661230423786254
22,0.0065652072957481464
23,0.006557471948484277
24,0.007308103764864607
25,0.0072476329434686525
26,0.007288782253694215
27,0.007208663892884652
28,0.007199878949130541
29,0.007209971001481831
30,0.007282904489997256
31,0.007268031331071076
32,0.007187019399557999
33,0.0072097062448609715
34,0.007226857606640855
35,0.0072134985440163914
36,0.006979485285197931
37,0.006998445174495379
38,0.006935081498575067
39,0.006919212542957281
40,0.00690977827306292
41,0.006914669385055884
42,0.0069957779620192055
43,0.006989068199356359
44,0.006997006483983437
45,0.007011779856690168
46,0.006916056997014889
47,0.006916233267478184
48,0.006786205799929099
49,0.006744876997539039
50,0.006792562779272212
51,0.006702782249800335
52,0.0067075281220959435
53,0.006731887393680749
54,0.006692764363473174
55,0.006662730312480355
56,0.0063204881062786855
57,0.006278753737782971
58,0.0061973180646779135
59,0.006191682791641812
60,0.006136475934466905
61,0.006159692291854752
62,0.006000898288897603
63,0.005981608781686401
64,0.005959006481444843
65,0.005903268089367816
66,0.0059023942263876075
67,0.005796448586290529
68,0.005707449800923594
69,0.005702303566103889
70,0.005690904252526701
71,0.005659619464300405
72,0.005656650646264618
73,0.005653748732616377
74,0.00556626119847628
75,0.005542084916554654
76,0.005531840475005615
77,0.00538628430848509
78,0.005369764435262209
79,0.005371399665517224
80,0.005360456176179606
81,0.005365819560842588
82,0.005360371288007236
83,0.005351911685386835
84,0.005330129358826577
85,0.005322719165370755
86,0.0053271307574763995
87,0.005303375059217033
88,0.005292514824495614
89,0.005278848398880143
90,0.005238788146803459
91,0.005233547225931605
92,0.005222775406996634
93,0.005228209774601487
94,0.00523451892450256
95,0.0052040330096180705
96,0.005160159410745398
97,0.00515153989591376
98,0.005139989747707461
99,0.005141697878608033
100,0.005131319679813708
